2011090800,NO @ GB,0,2
2011090800,GB @ NO,0,2
2011090800,GB @ NO,1,3
2011090800,GB @ NO,0,4
2011090800,GB @ NO,0,4
2011090800,NO @ GB,0,4
2011091101,CLE @ CIN,0,1
2011091107,STL @ PHI,0,1
2011091103,JAC @ TEN,0,1
2011091103,JAC @ TEN,0,1
2011091109,CAR @ ARI,0,1
2011091110,SF @ SEA,0,1
2011091112,DAL @ NYJ,0,1
2011091109,ARI @ CAR,0,1
2011091103,TEN @ JAC,0,1
2011091111,SD @ MIN,0,1
2011091100,BAL @ PIT,0,1
2011091104,BUF @ KC,0,1
2011091104,KC @ BUF,0,1
2011091110,SF @ SEA,0,1
2011091104,BUF @ KC,0,1
2011091110,SEA @ SF,0,1
2011091104,KC @ BUF,0,1
2011091108,WAS @ NYG,0,1
2011091100,PIT @ BAL,0,1
2011091102,IND @ HOU,0,1
2011091107,PHI @ STL,0,1
2011091109,CAR @ ARI,0,1
2011091110,SEA @ SF,0,1
2011091101,CLE @ CIN,0,1
2011091103,TEN @ JAC,0,1
2011091111,SD @ MIN,0,1
2011091109,ARI @ CAR,1,1
2011091110,SEA @ SF,1,1
2011091108,NYG @ WAS,1,1
2011091105,CHI @ ATL,1,1
2011091104,KC @ BUF,1,1
2011091110,SEA @ SF,1,1
2011091101,CLE @ CIN,1,1
2011091112,NYJ @ DAL,1,1
2011091111,MIN @ SD,1,1
2011091108,NYG @ WAS,1,1
2011091108,WAS @ NYG,1,1
2011091103,JAC @ TEN,0,2
2011091101,CIN @ CLE,0,2
2011091100,PIT @ BAL,0,2
2011091102,IND @ HOU,0,2
2011091101,CLE @ CIN,0,2
2011091103,JAC @ TEN,0,2
2011091103,JAC @ TEN,0,2
2011091107,STL @ PHI,0,2
2011091103,TEN @ JAC,0,2
2011091109,CAR @ ARI,0,2
2011091105,ATL @ CHI,0,2
2011091100,PIT @ BAL,0,2
2011091101,CIN @ CLE,0,2
2011091108,WAS @ NYG,0,2
2011091100,BAL @ PIT,0,2
2011091108,NYG @ WAS,0,2
2011091112,NYJ @ DAL,0,2
2011091109,CAR @ ARI,0,2
2011091105,ATL @ CHI,0,2
2011091103,TEN @ JAC,0,2
2011091106,DET @ TB,0,2
2011091107,PHI @ STL,0,2
2011091105,CHI @ ATL,0,2
2011091112,NYJ @ DAL,0,2
2011091103,TEN @ JAC,1,2
2011091111,MIN @ SD,1,2
2011091110,SEA @ SF,1,2
2011091101,CIN @ CLE,1,2
2011091102,IND @ HOU,1,2
2011091106,TB @ DET,1,2
2011091112,NYJ @ DAL,1,2
2011091112,DAL @ NYJ,1,2
2011091110,SEA @ SF,1,2
2011091111,SD @ MIN,1,2
2011091112,DAL @ NYJ,1,2
2011091102,IND @ HOU,1,2
2011091106,TB @ DET,1,2
2011091101,CIN @ CLE,0,3
2011091108,WAS @ NYG,0,3
2011091112,DAL @ NYJ,0,3
2011091106,TB @ DET,0,3
2011091106,DET @ TB,0,3
2011091100,PIT @ BAL,0,3
2011091105,CHI @ ATL,0,3
2011091105,ATL @ CHI,0,3
2011091110,SF @ SEA,0,3
2011091101,CLE @ CIN,0,3
2011091102,IND @ HOU,0,3
2011091110,SEA @ SF,0,3
2011091102,HOU @ IND,0,3
2011091108,WAS @ NYG,0,3
2011091110,SF @ SEA,0,3
2011091104,KC @ BUF,0,3
2011091108,NYG @ WAS,0,3
2011091104,BUF @ KC,0,3
2011091102,IND @ HOU,0,3
2011091112,NYJ @ DAL,0,3
2011091104,KC @ BUF,1,3
2011091109,ARI @ CAR,1,3
2011091106,TB @ DET,1,3
2011091101,CIN @ CLE,1,3
2011091111,MIN @ SD,1,3
2011091103,TEN @ JAC,1,3
2011091106,TB @ DET,1,3
2011091101,CIN @ CLE,1,3
2011091110,SF @ SEA,1,3
2011091109,ARI @ CAR,1,3
2011091105,CHI @ ATL,0,4
2011091105,CHI @ ATL,0,4
2011091108,WAS @ NYG,0,4
2011091106,DET @ TB,0,4
2011091107,STL @ PHI,0,4
2011091103,JAC @ TEN,0,4
2011091109,ARI @ CAR,0,4
2011091112,DAL @ NYJ,0,4
2011091110,SEA @ SF,0,4
2011091111,MIN @ SD,0,4
2011091104,KC @ BUF,0,4
2011091101,CLE @ CIN,0,4
2011091105,CHI @ ATL,0,4
2011091100,BAL @ PIT,0,4
2011091112,DAL @ NYJ,0,4
2011091109,CAR @ ARI,0,4
2011091106,DET @ TB,0,4
2011091105,ATL @ CHI,0,4
2011091101,CLE @ CIN,0,4
2011091104,BUF @ KC,0,4
2011091102,HOU @ IND,0,4
2011091109,CAR @ ARI,0,4
2011091111,MIN @ SD,0,4
2011091103,JAC @ TEN,0,4
2011091103,JAC @ TEN,0,4
2011091107,STL @ PHI,0,4
2011091103,TEN @ JAC,0,4
2011091101,CLE @ CIN,0,4
2011091109,CAR @ ARI,0,4
2011091107,PHI @ STL,0,4
2011091105,ATL @ CHI,0,4
2011091111,MIN @ SD,0,4
2011091112,NYJ @ DAL,1,4
2011091104,BUF @ KC,1,4
2011091101,CIN @ CLE,1,4
2011091108,NYG @ WAS,1,4
2011091104,KC @ BUF,1,4
2011091105,CHI @ ATL,1,4
2011091100,BAL @ PIT,1,4
2011091104,KC @ BUF,1,4
2011091101,CIN @ CLE,1,4
2011091106,DET @ TB,1,4
2011091100,BAL @ PIT,1,4
2011091108,NYG @ WAS,1,4
2011091201,DEN @ OAK,0,1
2011091201,DEN @ OAK,0,1
2011091200,MIA @ NE,1,1
2011091201,OAK @ DEN,1,1
2011091200,MIA @ NE,0,2
